,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
6342,Metropolitan Area,Bakersfield MSA,2011,May,05/01/2011,50000000,Information,N,2600
6343,Metropolitan Area,El Centro MSA,2011,May,05/01/2011,5000000,Total Private,N,29800
6344,Metropolitan Area,Madera MSA,2011,May,05/01/2011,90932000,Local Government Excluding Education,N,3500
6345,Metropolitan Area,Modesto MSA,2011,May,05/01/2011,6000000,Goods Producing,N,25300
6346,Metropolitan Area,Oakland-Hayward-Berkeley MD,2011,May,05/01/2011,65620000,Health Care and Social Assistance,N,138200
6347,Metropolitan Area,Redding MSA,2011,May,05/01/2011,0,Total Nonfarm,N,57700
6348,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,May,05/01/2011,55524000,Insurance Carriers and Related,N,18300
6349,Metropolitan Area,Salinas MSA,2011,May,05/01/2011,6000000,Goods Producing,N,9700
6350,Metropolitan Area,San Diego-Carlsbad MSA,2011,May,05/01/2011,43220000,Utilities,N,7300
6351,Metropolitan Area,San Diego-Carlsbad MSA,2011,May,05/01/2011,60560000,Administrative and Support and Waste Ser,N,74100
6352,Metropolitan Area,Santa Maria-Santa Barbara MSA,2011,May,05/01/2011,42448000,Clothing and Clothing Accessories Stores,N,1900
6353,Metropolitan Area,Santa Rosa MSA,2011,May,05/01/2011,55000000,Financial Activities,N,7800
6354,Metropolitan Area,Stockton-Lodi MSA,2011,May,05/01/2011,90930000,Local Government,N,29600
6355,State,California,2011,May,05/01/2011,50512000,Motion Picture and Sound Recording,N,143400
6356,State,California,2011,May,05/01/2011,41424400,Grocery & Related Products Merchant whol,N,98100
6357,State,California,2011,May,05/01/2011,80813300,Social Advocacy Organizations,N,20700
6358,State,California,2011,May,05/01/2011,41423000,"Merchant Wholesalers, Durable Goods",N,326800
6359,County,Alpine County,2011,June,06/01/2011,1000000,Total Wage and Salary,N,560
6360,County,Butte County,2011,June,06/01/2011,90930000,Local Government,N,11500
6361,County,Imperial County,2011,June,06/01/2011,30000000,Manufacturing,N,2500
6362,County,Marin County,2011,June,06/01/2011,90932000,Local Government Excluding Education,N,7300
6363,County,Nevada County,2011,June,06/01/2011,40000000,"Trade, Transportation and Utilities",N,4550
6364,County,Orange County,2011,June,06/01/2011,31000000,Durable Goods,N,110900
6365,County,Sacramento County,2011,June,06/01/2011,32000000,Nondurable Goods,N,7500
6366,County,San Bernardino County,2011,June,06/01/2011,41000000,Wholesale Trade,N,29400
6367,County,San Diego County,2011,June,06/01/2011,60000000,Professional and Business Services,N,203500
6368,County,Shasta County,2011,June,06/01/2011,1000000,Total Wage and Salary,N,59100
6369,County,Solano County,2011,June,06/01/2011,20000000,Construction,N,7900
6370,County,Tehama County,2011,June,06/01/2011,90940000,State and Local Government,N,4000
6371,County,Yolo County,2011,June,06/01/2011,7000000,Service Providing,N,83000
6372,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,June,06/01/2011,43220000,Utilities,N,3700
6373,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,June,06/01/2011,90940000,State and Local Government,N,141400
6374,Metropolitan Area,Bakersfield MSA,2011,June,06/01/2011,30000000,Manufacturing,N,13200
6375,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,June,06/01/2011,8000000,Private Service Providing,N,2884800
6376,Metropolitan Area,Merced MSA,2011,June,06/01/2011,40000000,"Trade, Transportation and Utilities",N,11400
6377,Metropolitan Area,Merced MSA,2011,June,06/01/2011,41000000,Wholesale Trade,N,1500
6378,Metropolitan Area,Modesto MSA,2011,June,06/01/2011,90939022,City,N,2400
6379,Metropolitan Area,Oakland-Hayward-Berkeley MD,2011,June,06/01/2011,43484000,Truck Transportation,N,6300
6380,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2011,June,06/01/2011,70000000,Leisure and Hospitality,N,31600
6381,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,June,06/01/2011,65620000,Health Care and Social Assistance,N,149500
6382,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,June,06/01/2011,90932000,Local Government Excluding Education,N,76300
6383,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,June,06/01/2011,60550000,Management of Companies and Enterprises,N,9600
6384,Metropolitan Area,San Diego-Carlsbad MSA,2011,June,06/01/2011,65624000,Social Assistance,N,36900
6385,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2011,June,06/01/2011,20238000,Specialty Trade Contractors,N,14700
6386,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,June,06/01/2011,31334111,Electronic Computer Manufacturing,N,36000
6387,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,June,06/01/2011,42000000,Retail Trade,N,79500
6388,Metropolitan Area,Santa Cruz-Watsonville MSA,2011,June,06/01/2011,42000000,Retail Trade,N,11300
6389,State,California,2011,June,06/01/2011,65624100,Individual and Family Services,N,450500
6390,State,California,2011,June,06/01/2011,55000000,Financial Activities,Y,761200
6391,State,California,2011,June,06/01/2011,50517311,Wired Telecommunications Carriers,N,56800
6392,State,California,2011,June,06/01/2011,90921611,State Government Education,N,230300
6393,County,El Dorado County,2011,July,07/01/2011,1000000,Total Wage and Salary,N,46600
6394,County,Humboldt County,2011,July,07/01/2011,30000000,Manufacturing,N,2100
6395,County,Humboldt County,2011,July,07/01/2011,0,Total Nonfarm,N,44800
6396,County,Kings County,2011,July,07/01/2011,0,Total Nonfarm,Y,36900
6397,County,Lake County,2011,July,07/01/2011,80000000,Other Services,N,570
6398,County,Lake County,2011,July,07/01/2011,70000000,Leisure and Hospitality,N,1200
6399,County,Lassen County,2011,July,07/01/2011,8000000,Private Service Providing,N,3170
6400,County,Los Angeles County,2011,July,07/01/2011,55522100,Depository Credit Intermediation,N,46800
6401,County,Marin County,2011,July,07/01/2011,30000000,Manufacturing,N,2200
6402,County,Mendocino County,2011,July,07/01/2011,11000000,Total Farm,N,1730
6403,County,Merced County,2011,July,07/01/2011,5000000,Total Private,N,43100
6404,County,Merced County,2011,July,07/01/2011,90922000,State Government Excluding Education,N,600
6405,County,San Benito County,2011,July,07/01/2011,55520000,Finance and Insurance,N,200
6406,County,San Diego County,2011,July,07/01/2011,90930000,Local Government,N,131400
6407,County,Santa Barbara County,2011,July,07/01/2011,90921611,State Government Education,N,8900
6408,County,Siskiyou County,2011,July,07/01/2011,90930000,Local Government,N,2640
6409,County,Sutter County,2011,July,07/01/2011,41000000,Wholesale Trade,N,1000
6410,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,July,07/01/2011,0,Total Nonfarm,Y,1392300
6411,Metropolitan Area,Chico MSA,2011,July,07/01/2011,30000000,Manufacturing,N,3700
6412,Metropolitan Area,Fresno MSA,2011,July,07/01/2011,20000000,Construction,N,12100
6413,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,July,07/01/2011,60000000,Professional and Business Services,N,533800
6414,Metropolitan Area,Madera MSA,2011,July,07/01/2011,90932994,Special Districts plus Indian Tribes,N,1600
6415,Metropolitan Area,Oakland-Hayward-Berkeley MD,2011,July,07/01/2011,60550000,Management of Companies and Enterprises,N,27800
6416,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2011,July,07/01/2011,8000000,Private Service Providing,N,196400
6417,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2011,July,07/01/2011,70720000,Accommodation and Food Service,N,27100
6418,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2011,July,07/01/2011,90940000,State and Local Government,N,33600
6419,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,July,07/01/2011,90939022,City,N,10600
6420,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,July,07/01/2011,5000000,Total Private,N,609200
6421,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,July,07/01/2011,31336400,Aerospace Product and Parts Manufacturin,N,7800
6422,Metropolitan Area,Visalia-Porterville MSA,2011,July,07/01/2011,6000000,Goods Producing,N,15300
6423,State,California,2011,July,07/01/2011,65623300,Comm Care Facilities for the Elderly,N,73200
6424,County,Alameda County,2011,August,08/01/2011,80000000,Other Services,N,23700
6425,County,El Dorado County,2011,August,08/01/2011,32000000,Nondurable Goods,N,400
6426,County,Lake County,2011,August,08/01/2011,41000000,Wholesale Trade,N,170
6427,County,Los Angeles County,2011,August,08/01/2011,43493000,Warehousing and Storage,N,15500
6428,County,Mariposa County,2011,August,08/01/2011,8000000,Private Service Providing,N,3410
6429,County,Mendocino County,2011,August,08/01/2011,90910000,Federal Government,N,300
6430,County,Napa County,2011,August,08/01/2011,1000000,Total Wage and Salary,N,67500
6431,County,Plumas County,2011,August,08/01/2011,70000000,Leisure and Hospitality,N,1120
6432,County,San Diego County,2011,August,08/01/2011,55000000,Financial Activities,N,67400
6433,County,San Luis Obispo County,2011,August,08/01/2011,1000000,Total Wage and Salary,N,101700
6434,County,Santa Clara County,2011,August,08/01/2011,32000000,Nondurable Goods,N,10200
6435,County,Santa Clara County,2011,August,08/01/2011,7000000,Service Providing,N,686400
6436,County,Sutter County,2011,August,08/01/2011,70000000,Leisure and Hospitality,N,2800
6437,County,Ventura County,2011,August,08/01/2011,90000000,Government,N,41900
6438,County,Yolo County,2011,August,08/01/2011,6000000,Goods Producing,N,9200
6439,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,August,08/01/2011,70722511,Full-Service Restaurants,N,61700
6440,Metropolitan Area,Hanford-Corcoran MSA,2011,August,08/01/2011,90940000,State and Local Government,N,13200
6441,Metropolitan Area,Hanford-Corcoran MSA,2011,August,08/01/2011,43000000,"Transportation, Warehousing and Utilitie",N,800
6442,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,August,08/01/2011,55523000,"Securities, Commodity Contracts and Inve",N,24100
6443,Metropolitan Area,Modesto MSA,2011,August,08/01/2011,80000000,Other Services,N,4800
6444,Metropolitan Area,Oakland-Hayward-Berkeley MD,2011,August,08/01/2011,90922000,State Government Excluding Education,N,12600
6445,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,August,08/01/2011,55524100,Insurance Carriers,N,3800
6446,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,August,08/01/2011,60561300,Employment Services,N,15500
6447,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,August,08/01/2011,90939022,City,N,10600
6448,Metropolitan Area,San Diego-Carlsbad MSA,2011,August,08/01/2011,60540000,"Professional, Scientific and Technical S",N,113900
6449,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2011,August,08/01/2011,70722000,Food Services and Drinking Places,N,10300
6450,Metropolitan Area,Stockton-Lodi MSA,2011,August,08/01/2011,42452000,General Merchandise Stores,N,5500
6451,State,California,2011,August,08/01/2011,65624000,Social Assistance,N,555000
6452,State,California,2011,August,08/01/2011,65610000,Educational Services,N,276200
6453,State,California,2011,August,08/01/2011,31332000,Fabricated Metal Product Mfg,N,121100
6454,State,California,2011,August,08/01/2011,80813900,"Bus,Labor, Political & Other like Org.",N,40700
6455,County,Alameda County,2011,September,09/01/2011,50000000,Information,N,14200
6456,County,Fresno County,2011,September,09/01/2011,42445000,Food and Beverage Stores,N,6800
6457,County,Orange County,2011,September,09/01/2011,31334000,Computer and Electronic Product Manufact,N,32400
6458,County,San Diego County,2011,September,09/01/2011,90922000,State Government Excluding Education,N,14700
6459,County,San Diego County,2011,September,09/01/2011,41424000,"Merchant Wholesalers, Nondurable Goods",N,14900
6460,County,San Diego County,2011,September,09/01/2011,20000000,Construction,N,56000
6461,County,San Joaquin County,2011,September,09/01/2011,6000000,Goods Producing,N,28400
6462,County,San Joaquin County,2011,September,09/01/2011,1000000,Total Wage and Salary,N,212400
6463,County,San Luis Obispo County,2011,September,09/01/2011,55530000,Real Estate and Rental and Leasing,N,1500
6464,County,Santa Barbara County,2011,September,09/01/2011,0,Total Nonfarm,Y,166400
6465,County,Santa Cruz County,2011,September,09/01/2011,11000000,Total Farm,N,12600
6466,County,Sonoma County,2011,September,09/01/2011,43000000,"Transportation, Warehousing and Utilitie",N,3900
6467,County,Sutter County,2011,September,09/01/2011,80000000,Other Services,N,700
6468,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,September,09/01/2011,43492000,Couriers and Messengers,N,5300
6469,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,September,09/01/2011,60541600,"Management, Scientific and Technical Con",N,19000
6470,Metropolitan Area,Chico MSA,2011,September,09/01/2011,55000000,Financial Activities,N,2900
6471,Metropolitan Area,El Centro MSA,2011,September,09/01/2011,41000000,Wholesale Trade,N,1700
6472,Metropolitan Area,El Centro MSA,2011,September,09/01/2011,90940000,State and Local Government,N,15300
6473,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,September,09/01/2011,55524100,Insurance Carriers,N,19900
6474,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,September,09/01/2011,20238100,Building Foundation and Exterior Contrac,N,5900
6475,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2011,September,09/01/2011,43220000,Utilities,N,5300
6476,Metropolitan Area,Santa Cruz-Watsonville MSA,2011,September,09/01/2011,90932000,Local Government Excluding Education,N,4900
6477,Metropolitan Area,Stockton-Lodi MSA,2011,September,09/01/2011,1000000,Total Wage and Salary,N,212400
6478,Metropolitan Area,Vallejo-Fairfield MSA,2011,September,09/01/2011,70722500,Restaurants,N,9600
6479,State,California,2011,September,09/01/2011,65624200,"Community Food & Housing, & Emergency &",N,16000
6480,County,Calaveras County,2011,October,10/01/2011,90910000,Federal Government,N,130
6481,County,Contra Costa County,2011,October,10/01/2011,80000000,Other Services,N,12600
6482,County,El Dorado County,2011,October,10/01/2011,55000000,Financial Activities,N,3600
6483,County,Los Angeles County,2011,October,10/01/2011,30000000,Manufacturing,N,372600
6484,County,Mendocino County,2011,October,10/01/2011,90930000,Local Government,N,6250
6485,County,Mendocino County,2011,October,10/01/2011,90920000,State Government,N,470
6486,County,Mono County,2011,October,10/01/2011,15000000,"Natural Resources, Mining and Constructi",N,370
6487,County,Napa County,2011,October,10/01/2011,1000000,Total Wage and Salary,N,70400
6488,County,Orange County,2011,October,10/01/2011,55524100,Insurance Carriers,N,15400
6489,County,Santa Barbara County,2011,October,10/01/2011,70721000,Accommodation,N,4600
6490,County,Santa Clara County,2011,October,10/01/2011,65610000,Educational Services,N,37900
6491,County,Santa Cruz County,2011,October,10/01/2011,90940000,State and Local Government,N,19800
6492,County,Siskiyou County,2011,October,10/01/2011,90930000,Local Government,N,3310
6493,County,Sonoma County,2011,October,10/01/2011,90922000,State Government Excluding Education,N,2800
6494,County,Stanislaus County,2011,October,10/01/2011,32311000,Food Manufacturing,N,11000
6495,County,Tuolumne County,2011,October,10/01/2011,0,Total Nonfarm,N,16480
6496,Metropolitan Area,Fresno MSA,2011,October,10/01/2011,30000000,Manufacturing,N,24700
6497,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,October,10/01/2011,31000000,Durable Goods,N,209200
6498,Metropolitan Area,Madera MSA,2011,October,10/01/2011,6000000,Goods Producing,N,4500
6499,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,October,10/01/2011,0,Total Nonfarm,N,836700
6500,Metropolitan Area,Salinas MSA,2011,October,10/01/2011,40000000,"Trade, Transportation and Utilities",N,24400
6501,Metropolitan Area,San Diego-Carlsbad MSA,2011,October,10/01/2011,65622000,Hospitals,N,22300
6502,Metropolitan Area,San Diego-Carlsbad MSA,2011,October,10/01/2011,43220000,Utilities,N,7300
6503,Metropolitan Area,San Diego-Carlsbad MSA,2011,October,10/01/2011,32000000,Nondurable Goods,N,22200
6504,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2011,October,10/01/2011,70720000,Accommodation and Food Service,N,99900
6505,Metropolitan Area,Santa Maria-Santa Barbara MSA,2011,October,10/01/2011,40000000,"Trade, Transportation and Utilities",N,24700
6506,Metropolitan Area,Stockton-Lodi MSA,2011,October,10/01/2011,90912991,Federal Government excluding Department of Defense,N,2200
6507,State,California,2011,October,10/01/2011,32324000,Petroleum and Coal Products Manufacturin,N,16500
6508,State,California,2011,October,10/01/2011,65624000,Social Assistance,N,562900
6509,County,Kings County,2011,November,11/01/2011,7000000,Service Providing,N,31700
6510,County,Kings County,2011,November,11/01/2011,11000000,Total Farm,N,6300
6511,County,Lassen County,2011,November,11/01/2011,90930000,Local Government,N,1890
6512,County,Los Angeles County,2011,November,11/01/2011,90910000,Federal Government,N,48800
6513,County,Merced County,2011,November,11/01/2011,90921611,State Government Education,N,2000
6514,County,Napa County,2011,November,11/01/2011,55000000,Financial Activities,N,2200
6515,County,Orange County,2011,November,11/01/2011,31334000,Computer and Electronic Product Manufact,N,32200
6516,County,Placer County,2011,November,11/01/2011,11000000,Total Farm,N,400
6517,County,San Benito County,2011,November,11/01/2011,70000000,Leisure and Hospitality,N,1100
6518,County,Santa Clara County,2011,November,11/01/2011,65620000,Health Care and Social Assistance,N,93400
6519,County,Sonoma County,2011,November,11/01/2011,20238000,Specialty Trade Contractors,N,5700
6520,County,Sonoma County,2011,November,11/01/2011,10000000,Mining and Logging,N,200
6521,County,Trinity County,2011,November,11/01/2011,8999999,Private Service Providing - Residual,N,130
6522,Metropolitan Area,Hanford-Corcoran MSA,2011,November,11/01/2011,6000000,Goods Producing,N,4900
6523,Metropolitan Area,Madera MSA,2011,November,11/01/2011,7000000,Service Providing,N,29300
6524,Metropolitan Area,Modesto MSA,2011,November,11/01/2011,90920000,State Government,N,1900
6525,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,November,11/01/2011,55524000,Insurance Carriers and Related,N,8700
6526,Metropolitan Area,San Diego-Carlsbad MSA,2011,November,11/01/2011,42448000,Clothing and Clothing Accessories Stores,N,19900
6527,Metropolitan Area,San Diego-Carlsbad MSA,2011,November,11/01/2011,0,Total Nonfarm,N,1265900
6528,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,November,11/01/2011,31334111,Electronic Computer Manufacturing,N,33400
6529,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,November,11/01/2011,40000000,"Trade, Transportation and Utilities",N,132100
6530,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2011,November,11/01/2011,7000000,Service Providing,N,722800
6531,Metropolitan Area,Santa Cruz-Watsonville MSA,2011,November,11/01/2011,0,Total Nonfarm,Y,88500
6532,Metropolitan Area,Santa Maria-Santa Barbara MSA,2011,November,11/01/2011,90000000,Government,N,38500
6533,State,California,2011,November,11/01/2011,42444100,Building Material and Supplies Dealers,N,99200
6534,State,California,2011,November,11/01/2011,30000000,Manufacturing,Y,1254500
6535,State,California,2011,November,11/01/2011,31334000,Computer and Electronic Product Manufact,N,277600
6536,State,California,2011,November,11/01/2011,70713100,Amusement Parks and Arcades,N,34200
6537,County,Lake County,2011,December,12/01/2011,90930000,Local Government,N,3600
6538,County,Napa County,2011,December,12/01/2011,55000000,Financial Activities,N,2200
6539,County,Orange County,2011,December,12/01/2011,55531000,Real Estate,N,28600
6540,County,Placer County,2011,December,12/01/2011,70000000,Leisure and Hospitality,N,19000
6541,County,Sacramento County,2011,December,12/01/2011,55530000,Real Estate and Rental and Leasing,N,7600
6542,County,San Diego County,2011,December,12/01/2011,90921611,State Government Education,N,28300
6543,County,San Diego County,2011,December,12/01/2011,42441000,Motor Vehicle and Parts Dealer,N,15100
6544,County,Sonoma County,2011,December,12/01/2011,55000000,Financial Activities,N,7400
6545,County,Tuolumne County,2011,December,12/01/2011,7000000,Service Providing,N,14550
6546,County,Yolo County,2011,December,12/01/2011,90000000,Government,N,35800
6547,County,Yolo County,2011,December,12/01/2011,1000000,Total Wage and Salary,N,94200
6548,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2011,December,12/01/2011,55522100,Depository Credit Intermediation,N,18600
6549,Metropolitan Area,Bakersfield MSA,2011,December,12/01/2011,40000000,"Trade, Transportation and Utilities",N,45100
6550,Metropolitan Area,Fresno MSA,2011,December,12/01/2011,90921611,State Government Education,N,3300
6551,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2011,December,12/01/2011,55520000,Finance and Insurance,N,139000
6552,Metropolitan Area,Napa MSA,2011,December,12/01/2011,90939022,City,N,800
6553,Metropolitan Area,Oakland-Hayward-Berkeley MD,2011,December,12/01/2011,90919110,Department of Defense,N,300
6554,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,December,12/01/2011,42446000,Health and Personal Care Stores,N,9800
6555,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2011,December,12/01/2011,42448100,Clothing Stores,N,18800
6556,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2011,December,12/01/2011,90939022,City,N,9500
6557,Metropolitan Area,Salinas MSA,2011,December,12/01/2011,90921611,State Government Education,N,1100
6558,Metropolitan Area,Stockton-Lodi MSA,2011,December,12/01/2011,90912991,Federal Government excluding Department of Defense,N,2200
6559,Metropolitan Area,Yuba City MSA,2011,December,12/01/2011,90000000,Government,N,10500
6560,State,California,2011,December,12/01/2011,60541800,Advertising and Related Services,N,59300
6561,State,California,2011,December,12/01/2011,31331000,Primary Metal Manufacturing,N,20000
6562,County,Amador County,2012,January,01/01/2012,31000000,Durable Goods,N,280
6563,County,Fresno County,2012,January,01/01/2012,55524000,Insurance Carriers and Related,N,3900
6564,County,Los Angeles County,2012,January,01/01/2012,90932994,Special Districts plus Indian Tribes,N,20900
6565,County,Orange County,2012,January,01/01/2012,70721000,Accommodation,N,22000
6566,County,Plumas County,2012,January,01/01/2012,15000000,"Natural Resources, Mining and Constructi",N,200
6567,County,San Francisco County,2012,January,01/01/2012,40000000,"Trade, Transportation and Utilities",N,62900
6568,County,San Mateo County,2012,January,01/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,25300
6569,County,Santa Barbara County,2012,January,01/01/2012,90910000,Federal Government,N,3900
6570,County,Solano County,2012,January,01/01/2012,15000000,"Natural Resources, Mining and Constructi",N,8000
6571,County,Sonoma County,2012,January,01/01/2012,10000000,Mining and Logging,N,200
6572,County,Tulare County,2012,January,01/01/2012,90910000,Federal Government,N,1000
6573,County,Tuolumne County,2012,January,01/01/2012,55000000,Financial Activities,N,490
6574,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,January,01/01/2012,42444000,Building Material and Garden Equipment S,N,9100
6575,Metropolitan Area,Chico MSA,2012,January,01/01/2012,6000000,Goods Producing,N,5700
6576,Metropolitan Area,Chico MSA,2012,January,01/01/2012,55000000,Financial Activities,N,2900
6577,Metropolitan Area,Chico MSA,2012,January,01/01/2012,60000000,Professional and Business Services,N,5100
6578,Metropolitan Area,El Centro MSA,2012,January,01/01/2012,32000000,Nondurable Goods,N,2300
6579,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,January,01/01/2012,8000000,Private Service Providing,N,2908200
6580,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,January,01/01/2012,50512000,Motion Picture and Sound Recording,N,114800
6581,Metropolitan Area,Napa MSA,2012,January,01/01/2012,90939012,County,N,1500
6582,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,January,01/01/2012,60561700,Services to Buildings and Dwellings,N,11900
6583,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2012,January,01/01/2012,60560000,Administrative and Support and Waste Ser,N,17000
6584,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2012,January,01/01/2012,70000000,Leisure and Hospitality,N,126800
6585,Metropolitan Area,Salinas MSA,2012,January,01/01/2012,0,Total Nonfarm,N,120800
6586,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2012,January,01/01/2012,41423000,"Merchant Wholesalers, Durable Goods",N,25000
6587,Metropolitan Area,Santa Cruz-Watsonville MSA,2012,January,01/01/2012,90921611,State Government Education,N,7300
6588,Metropolitan Area,Stockton-Lodi MSA,2012,January,01/01/2012,90919110,Department of Defense,N,1800
6589,Metropolitan Area,Stockton-Lodi MSA,2012,January,01/01/2012,7000000,Service Providing,N,165600
6590,Metropolitan Area,Vallejo-Fairfield MSA,2012,January,01/01/2012,65620000,Health Care and Social Assistance,N,19500
6591,State,California,2012,January,01/01/2012,65622300,"Specialty (not Psych, Sub Abuse) Hosp.",N,13500
6592,State,California,2012,January,01/01/2012,20000000,Construction,N,556400
6593,County,Alameda County,2012,February,02/01/2012,55530000,Real Estate and Rental and Leasing,N,8800
6594,County,Contra Costa County,2012,February,02/01/2012,70000000,Leisure and Hospitality,N,31800
6595,County,Fresno County,2012,February,02/01/2012,20238000,Specialty Trade Contractors,N,7200
6596,County,Imperial County,2012,February,02/01/2012,5000000,Total Private,N,30700
6597,County,Inyo County,2012,February,02/01/2012,20000000,Construction,N,120
6598,County,Lassen County,2012,February,02/01/2012,20000000,Construction,N,90
6599,County,Los Angeles County,2012,February,02/01/2012,32325000,Chemical Manufacturing,N,19500
6600,County,Los Angeles County,2012,February,02/01/2012,50512000,Motion Picture and Sound Recording,N,114900
6601,County,Los Angeles County,2012,February,02/01/2012,42448000,Clothing and Clothing Accessories Stores,N,58300
6602,County,Nevada County,2012,February,02/01/2012,90920000,State Government,N,460
6603,County,Orange County,2012,February,02/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,27400
6604,County,Orange County,2012,February,02/01/2012,70000000,Leisure and Hospitality,N,173100
6605,County,San Francisco County,2012,February,02/01/2012,90910000,Federal Government,N,14200
6606,County,San Joaquin County,2012,February,02/01/2012,43000000,"Transportation, Warehousing and Utilitie",N,15000
6607,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,February,02/01/2012,42445100,Grocery Stores,N,24200
6608,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2012,February,02/01/2012,41425000,Wholesale Electronic Markets and Agents,N,6100
6609,Metropolitan Area,Fresno MSA,2012,February,02/01/2012,60560000,Administrative and Support and Waste Ser,N,14700
6610,Metropolitan Area,Fresno MSA,2012,February,02/01/2012,20000000,Construction,N,11100
6611,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,February,02/01/2012,90000000,Government,N,566800
6612,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,February,02/01/2012,60561700,Services to Buildings and Dwellings,N,41000
6613,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,February,02/01/2012,55524100,Insurance Carriers,N,19600
6614,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2012,February,02/01/2012,55523000,"Securities, Commodity Contracts and Inve",N,23500
6615,Metropolitan Area,Madera MSA,2012,February,02/01/2012,11000000,Total Farm,N,11500
6616,Metropolitan Area,Madera MSA,2012,February,02/01/2012,15000000,"Natural Resources, Mining and Constructi",N,1000
6617,Metropolitan Area,Merced MSA,2012,February,02/01/2012,11000000,Total Farm,N,9700
6618,Metropolitan Area,Modesto MSA,2012,February,02/01/2012,65610000,Educational Services,N,1800
6619,Metropolitan Area,Modesto MSA,2012,February,02/01/2012,31000000,Durable Goods,N,5900
6620,Metropolitan Area,Modesto MSA,2012,February,02/01/2012,65000000,Educational and Health Services,N,28100
6621,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,February,02/01/2012,60561300,Employment Services,N,17000
6622,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,February,02/01/2012,70721000,Accommodation,N,6600
6623,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,February,02/01/2012,20236000,Construction of Buildings,N,11500
6624,Metropolitan Area,Oakland-Hayward-Berkeley MD,2012,February,02/01/2012,65622000,Hospitals,N,25900
